"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 02:32:40 GMT 2023","Tue Apr 11 02:32:41 GMT 2023","640","","Add Remove Elements","","","","validate, delete button is not visible & not exist",""
"passed","Tue Apr 11 02:32:44 GMT 2023","Tue Apr 11 02:32:45 GMT 2023","1157","","Form Authentication","","","","validate, login successful text",""
"passed","Tue Apr 11 02:32:39 GMT 2023","Tue Apr 11 02:32:40 GMT 2023","991","","Add Remove Elements","","","","validate, add element button is visible",""
"passed","Tue Apr 11 02:32:40 GMT 2023","Tue Apr 11 02:32:40 GMT 2023","558","","Add Remove Elements","","","","validate, delete button is visible & exist",""
"passed","Tue Apr 11 02:32:36 GMT 2023","Tue Apr 11 02:32:37 GMT 2023","408","","A/B Testing","","","","validate, hearder text and ab testing header text",""
