"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","268","validate, hearder text and ab testing header text","","Sun Jun 15 03:25:54 GMT 2025","passed","Sun Jun 15 03:25:54 GMT 2025","","A/B Testing","",""
"","783","validate, add element button is visible","","Sun Jun 15 03:25:56 GMT 2025","passed","Sun Jun 15 03:25:57 GMT 2025","","Add Remove Elements","",""
"","420","validate, delete button is visible & exist","","Sun Jun 15 03:25:57 GMT 2025","passed","Sun Jun 15 03:25:57 GMT 2025","","Add Remove Elements","",""
"","911","validate, login successful text","","Sun Jun 15 03:26:00 GMT 2025","passed","Sun Jun 15 03:26:01 GMT 2025","","Form Authentication","",""
"","537","validate, delete button is not visible & not exist","","Sun Jun 15 03:25:57 GMT 2025","passed","Sun Jun 15 03:25:58 GMT 2025","","Add Remove Elements","",""
